artist,track,uri,sum_stream_time,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Pete Tong,You Got The Love (feat. Jules Buckley & The Heritage Orchestra) - Tiësto Remix,spotify:track:3N50cZLMLohd9DcGA4LIMp,186190,0.566,0.821,6,-3.195,1,0.103,0.0398,0.0,0.0842,0.257,126.097,186190,4
Gabe Goodman,The Villain,spotify:track:2Q4xh36i2bcGIrnpNEn86A,123800,0.777,0.386,9,-13.444,1,0.0338,0.553,0.00769,0.156,0.569,115.011,216813,4
Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",spotify:track:1otG6j1WHNvl9WgXLWkHTo,1883254,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,207455,4
Princess Nokia,Happy Place,spotify:track:4ea0Jv1pGjkukZTLSnDrQc,139400,0.81,0.438,0,-9.958,1,0.582,0.82,0.00123,0.0783,0.647,76.922,139400,4
PinkPantheress,Where you are (feat. WILLOW),spotify:track:4icnlpI5IbZcRO9mpixVVW,2030506,0.689,0.872,0,-4.786,1,0.0477,0.0965,0.000498,0.117,0.362,134.994,153706,4
The Arcs,Keep On Dreamin',spotify:track:7oeLY4eOWi6weLBqTWH0Rc,21680,0.591,0.742,11,-6.253,1,0.041,0.011,0.0315,0.287,0.675,132.953,266560,4
GurtyBeats,Heart Ache,spotify:track:1fUtnylny4kCekSRCTYqnl,127080,0.743,0.669,8,-5.718,1,0.056,0.0708,0.13,0.124,0.828,181.949,127081,3
Kanye West,Lord I Need You,spotify:track:5Iq6pIudd4KfuxZqf8872b,324216,0.711,0.428,1,-7.274,0,0.307,0.145,0.0,0.534,0.197,83.036,162108,4
Troye Sivan,BITE,spotify:track:72mvdKU4Lw2737idPLKTjh,372104,0.591,0.402,1,-5.847,0,0.0337,0.192,0.0,0.148,0.0678,125.015,186053,4
Maurice Ravel,"String Quartet in F Major, M. 35: II. Assez vif, tres rhythme",spotify:track:3wyRI3xz6s5pJW7AOx1MqM,3268622,0.291,0.0475,0,-24.061,1,0.0409,0.966,0.724,0.114,0.122,160.035,366813,3
Boy Named Banjo,Good Feel,spotify:track:10iSvdIATjhC5LPEkvadni,807174,0.388,0.754,0,-5.665,1,0.042,0.255,0.0355,0.179,0.406,142.833,344208,4
Masego,Tadow,spotify:track:51rPRW8NjxZoWPPjnRGzHw,236068,0.704,0.487,9,-6.407,0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893,4
Northside Hollow,THERAPY,spotify:track:34L4k1LGkKZlHNiDjU673F,97500,0.773,0.578,1,-6.032,1,0.121,0.00932,0.0,0.222,0.505,84.003,97500,4
Hans Zimmer,Old Wounds,spotify:track:1IhlbXdRZe5bu2XIr1ZLEk,2120087,0.165,0.11,5,-24.383,1,0.0387,0.858,0.953,0.122,0.0327,143.764,344403,4
The Speed of Sound in Seawater,To Kelly Lee,spotify:track:6w4sL5ig3yywkkSw8ja3Mv,10,0.463,0.568,4,-8.088,1,0.0414,0.218,0.0,0.132,0.596,120.001,267187,4
Gov't Mule,Banks Of The Deep End,spotify:track:1b2S3hshRyAQw26g5ZwAUv,219720,0.534,0.72,8,-5.905,0,0.0303,0.129,0.00273,0.11,0.685,151.515,356733,4
Lord Huron,Harvest Moon - Recorded at Spotify Studios NYC,spotify:track:6gdCb962lq0Xdg7ypVLuLt,8366997,0.417,0.285,2,-11.041,1,0.0346,0.803,0.005,0.269,0.243,120.954,346373,1
Juto,Wayback - Remix,spotify:track:0vNvntmOuM4NZ9tsfpsV7L,541825,0.65,0.587,8,-4.558,1,0.109,0.196,1.25e-06,0.3,0.75,189.917,177151,4
Isaac Dunbar,mime,spotify:track:4sISzyWDHQQIOor9HokS7X,11040,0.619,0.418,11,-8.439,1,0.0324,0.439,0.0,0.206,0.493,94.409,188320,3
The Shamblés,Aint It Hard,spotify:track:2s8nVIDAeabY05uNDFhMYk,1044901,0.653,0.534,6,-9.894,0,0.0482,0.0985,0.000114,0.331,0.607,119.853,247261,4
Lord Huron,Your Other Life,spotify:track:4sWZVIOHuTrQOt6mqzMiBE,1060,0.539,0.45,0,-8.103,1,0.0278,0.322,0.618,0.105,0.37,132.004,280141,4
Shaboozey,Dream,spotify:track:0mi0iUFpptiGoLtgOEiN0h,1817052,0.648,0.481,11,-9.786,1,0.087,0.608,0.00237,0.0967,0.271,149.98,274853,4
Goodbye June,What I Need,spotify:track:0snt2iLFrrQkDJENkAd7Ah,244099,0.506,0.397,1,-6.338,1,0.0308,0.515,0.0,0.13,0.265,134.976,244100,4
Andy Thorn,Complicated,spotify:track:7c6P52BmDFDG2WNFsPuxjM,254303,0.734,0.479,5,-10.459,1,0.0292,0.488,0.00397,0.136,0.753,90.977,254303,4
keshi,GET IT,spotify:track:4LaZ8RpIP6DIgN73bXQVlO,302602,0.619,0.71,4,-7.661,0,0.0686,0.224,0.000395,0.218,0.313,170.119,151302,4
Cool Company,When Did We Get So High?,spotify:track:2A5vfv6Obl45EMVsbYM859,285512,0.466,0.348,7,-13.993,1,0.138,0.454,7.39e-05,0.106,0.172,106.763,142756,3
Mel Tormé,They Can't Take That Away From Me,spotify:track:4WyWVpoXP9z0SczdZdfVI2,181009,0.488,0.282,5,-12.39,0,0.0525,0.857,1.87e-05,0.125,0.468,132.847,181010,4
CRO,no. 105,spotify:track:6xUAxtCyjwnLCzXIT81DSA,276023,0.395,0.645,4,-10.043,1,0.342,0.667,0.00481,0.275,0.439,172.818,276023,4
Steel Drums Music Crew,Dancing By the Pool,spotify:track:0WTHLv5FBMFYOaF1Cpwrch,36029,0.714,0.679,1,-14.998,1,0.0578,0.476,0.907,0.197,0.961,120.01,201921,4
Louis The Child,Talk (with Royal & The Serpent),spotify:track:6lw3pmC9a72b251YocpkoB,578784,0.76,0.707,10,-5.48,1,0.0313,0.0345,0.00617,0.115,0.374,123.98,192929,4
Austin Wintory,The Road of Trials,spotify:track:6zRZt9U6nzjTrqTqUGMD6V,1540908,0.381,0.374,4,-17.024,0,0.038,0.888,0.923,0.24,0.254,75.867,256819,4
Emily Nash,Gift of Life,spotify:track:7hYvu99xJfuoxIHkNmFrXu,66420,0.777,0.883,6,-7.175,0,0.068,0.0383,0.788,0.0872,0.261,124.041,234194,4
Dave James,The Nerve,spotify:track:3rIW8Wfib72834AKCfDZH7,992139,0.753,0.466,4,-6.384,1,0.0956,0.372,3.86e-05,0.28,0.753,119.067,206219,4
Roy Blair,Thunder,spotify:track:0afGLa6wcYiLLXFZ48ZQpY,1271429,0.667,0.316,0,-9.132,1,0.0262,0.0292,0.00613,0.147,0.156,100.998,313663,4
Otis McDonald,Spooky Boop,spotify:track:5xyJ30G8zoJngXxvsmzTWb,1900,0.599,0.606,11,-8.173,0,0.0544,0.038,0.599,0.176,0.898,92.898,163871,4
Celeste,Both Sides Of The Moon,spotify:track:76oWruR7pYy8Fjvgn4KBUA,257240,0.636,0.149,0,-11.701,0,0.0719,0.836,0.00504,0.0939,0.251,117.52,257240,4
Harry Styles,Canyon Moon,spotify:track:5IhzJOXNE7ki0IIJbZbnGq,2678293,0.603,0.621,2,-7.14,1,0.0267,0.328,3.49e-05,0.119,0.7,94.022,189787,4
Disclosure,Moving Mountains,spotify:track:2vMvitDH9MLigSsxpEVzIN,2017180,0.35,0.609,4,-8.567,0,0.117,0.319,1.83e-05,0.108,0.369,147.924,335966,4
Tame Impala,Yes I'm Changing,spotify:track:0xtIp0lgccN85GfGOekS5L,952757,0.373,0.609,0,-7.0,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,270680,4
Surfaces,Be Alright,spotify:track:7wicS9jiXpsk5gP1iZgrdJ,200596,0.744,0.627,2,-6.689,1,0.163,0.391,0.00203,0.093,0.476,149.817,200596,4
Chez Moi,Caroline,spotify:track:5RKUAZYdnxOUnSWda1TE1Y,234746,0.764,0.56,0,-7.016,1,0.0955,0.235,0.00217,0.15,0.711,95.0,234747,4
Dirty Art Club,Hang High,spotify:track:5M9SVZP15HDCElNLjfGaO4,92186,0.492,0.879,3,-7.757,0,0.0362,5.67e-05,0.861,0.267,0.122,92.026,92187,4
Big Gigantic,Friends,spotify:track:4j6ChNxe87KqvEsYs30ppe,238329,0.667,0.834,5,-4.205,0,0.13,0.187,1e-06,0.0515,0.674,95.015,238330,4
Harry Styles,Keep Driving,spotify:track:2NcQic8JxdjAlAHuNbOIRE,141771,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,140242,3
Khalid,Retrograde (feat. 6LACK & Lucky Daye),spotify:track:3v5WRAItrZgr5vCdW3vTmz,220133,0.529,0.555,3,-6.259,0,0.0401,0.0749,0.000223,0.0726,0.582,179.821,220133,4
Briston Maroney,Freakin' Out On the Interstate,spotify:track:0awZwmlC6pxH65KTZpadmX,534661,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861,251906,4
UMI,Introspection,spotify:track:5byMYiGxEFH2UzqNWOztGW,4660,0.613,0.428,0,-9.064,1,0.0514,0.245,0.0,0.254,0.352,105.09,168907,4
GESS,Ends,spotify:track:1ouRVOvWmG5JlxWB14mlKN,329340,0.605,0.508,1,-9.708,1,0.0501,0.577,0.0538,0.115,0.493,89.18,123067,4
Pomplamoose,Nuages,spotify:track:42WyjBKzrzFP8YBG2jVUF7,389962,0.508,0.295,2,-10.834,1,0.0326,0.806,0.00572,0.141,0.328,76.113,235957,3
Greta Van Fleet,"My Way, Soon",spotify:track:32NJ4kh1Aqrc9XGRoXvGie,2566931,0.41,0.942,10,-4.056,1,0.0604,8.82e-05,0.11,0.0919,0.437,131.895,255218,4
Anyway Gang,Eyes of Green,spotify:track:44W62yiwRABYsBk4yJrBOg,38039,0.598,0.865,2,-4.139,1,0.0284,0.0289,2.25e-06,0.102,0.713,109.01,203027,4
Hellogoodbye,Hang Loose,spotify:track:3ZXXDnFyanpwZOSET28ZHv,267266,0.737,0.652,9,-10.028,1,0.0439,0.0634,0.144,0.316,0.791,97.972,267267,4
Taylor Swift,Maroon,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,436540,0.637,0.398,7,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,218271,4
Alter Bridge,Tear Us Apart,spotify:track:6G23GyBgdcJrQxcDHoMyjo,237568,0.43,0.876,3,-5.782,1,0.0466,7.49e-06,0.0248,0.287,0.436,98.451,271950,4
Nice man,Payday,spotify:track:7t5xIiY4vmx0DUp3wgfmpk,82056,0.575,0.664,7,-2.451,1,0.0388,0.042,0.891,0.0954,0.574,75.011,272118,4
Paul Davis,Rainy Sunday Morning,spotify:track:2BR7VpEvZsKVDMB4EzAmv4,295890,0.723,0.78,0,-5.977,1,0.0378,0.184,0.000595,0.208,0.805,122.639,155573,4
NONEWFRIENDS.,Already Gone,spotify:track:6tPzJrkuM0VB8sEVvGDZqq,538810,0.645,0.432,0,-9.168,1,0.0317,0.106,0.0717,0.0928,0.37,105.266,269406,4
Brothers Osborne,Stay A Little Longer,spotify:track:23EkfwUdsRIz7jAZIcC8gb,837158,0.557,0.886,6,-5.356,1,0.0302,0.0377,0.108,0.163,0.545,96.989,335480,4
Johnny Stimson,Vacation,spotify:track:0aGQLbrgKiIemRteq7vibm,420661,0.414,0.427,5,-8.578,0,0.104,0.444,0.0,0.237,0.597,156.647,201462,4
Pomplamoose,Bulletproof,spotify:track:5nPhTB9Bi1r4KowBwtVns2,8480509,0.774,0.795,5,-4.077,0,0.191,0.289,1.06e-05,0.132,0.679,117.91,188390,4
Goodbye June,"Baby, I'm Back",spotify:track:04gWn4wk4foC8x5NkwiYB0,221752,0.754,0.63,9,-6.171,1,0.0463,0.252,0.000232,0.0747,0.493,110.068,221752,4
Cosmo's Midnight,Bang My Line (feat. Tkay Maidza),spotify:track:5phuEZAscX7xyQgvxyLKir,307000,0.659,0.729,9,-6.436,0,0.138,0.274,0.0,0.245,0.722,169.998,153500,4
Mabel,Good Luck,spotify:track:7CTdh15dTO5HqoeqRPHFha,235417,0.696,0.792,0,-5.659,1,0.0494,0.113,0.0,0.0564,0.445,121.962,235418,4
MonoNeon,"I'm a Raggedy Bitch, But My Heart Is Amazing",spotify:track:2NeYX4elcfXB91h7Mi8bYD,169500,0.775,0.683,5,-6.248,1,0.0612,0.265,0.000141,0.302,0.979,93.164,169500,4
GUM,Weightless in L.A,spotify:track:7soGfYK2euBPxe3ySWLrwn,1277285,0.564,0.924,4,-4.366,1,0.0359,0.011,0.0155,0.794,0.278,119.984,262571,3
Ripe,Settling,spotify:track:6jQALCbfH7gYSN46Ns839Q,188316,0.717,0.837,1,-5.442,0,0.0697,0.0633,6.72e-05,0.0703,0.732,111.838,188317,4
Ricky Reed,In A New Place,spotify:track:4SZVzmsjAtWOH1CVr53xHh,151578,0.7,0.519,2,-10.264,1,0.0949,0.16,0.00904,0.142,0.28,95.23,151579,4
Benny Sings,It Will Come In Time,spotify:track:2eqocLN1rW8h10svumB8wd,173862,0.939,0.292,6,-10.638,0,0.0593,0.117,0.00361,0.0861,0.955,97.007,173863,4
Mo Lowda & the Humble,The Way Home,spotify:track:45wQfelLaogobqN2okc00c,804291,0.592,0.5,0,-9.292,1,0.0288,0.186,0.000365,0.202,0.467,91.876,239080,4
Matt Maeson,Hallucinogenics - Vallis Alps Remix,spotify:track:5BcgMsAhoEgR6nmZHhAZEg,1345860,0.782,0.469,0,-10.876,1,0.154,0.897,0.0339,0.107,0.228,122.02,190016,4
Midland,Fourteen Gears,spotify:track:6oQZavCjiMN7q2tGmK8K2F,460043,0.549,0.868,2,-5.489,1,0.0309,0.101,0.00242,0.138,0.71,144.013,212000,4
Saint Motel,My Type,spotify:track:2Iq6HhIquO7JKr0KfTNLzU,27103,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,204812,4
Pomplamoose,Say So,spotify:track:0RyQTFH6hABT79RpSsVJU4,3822488,0.826,0.553,7,-9.085,1,0.0528,0.0285,3.1e-05,0.515,0.709,110.01,178221,4
binki,Wiggle,spotify:track:3xUoFmauSdcqntvnmc39XZ,359816,0.753,0.461,8,-8.857,0,0.0585,0.496,0.000372,0.116,0.897,103.919,179908,4
Major Lazer,Hell and High Water (feat. Alessia Cara),spotify:track:4H7IgCtaB7fy2tSS3B87RX,730765,0.468,0.771,5,-5.91,0,0.261,0.369,2.89e-06,0.178,0.435,169.817,145412,4
Rob Zombie,Dragula,spotify:track:6Nm8h73ycDG2saCnZV8poF,43659,0.591,0.963,0,-6.489,0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,222827,4
Loyle Carner,Florence (feat. Kwes),spotify:track:0OuHKLe16OleeiVenZCy6C,586541,0.796,0.443,4,-12.016,0,0.421,0.547,0.000974,0.0722,0.447,89.966,187100,4
ScHoolboy Q,Gang Gang,spotify:track:2dUkCUXXoknwsLwuGaL4bA,557267,0.644,0.935,7,-3.888,1,0.345,0.113,0.0,0.422,0.603,128.958,231773,4
Rodney Crowell,Ain't Living Long Like This,spotify:track:4ihFqYnU0ZR6m260zYXTI3,737884,0.565,0.568,8,-13.161,1,0.0283,0.09,0.0874,0.0551,0.803,149.503,304813,4
Electrophunck,Blue Magnolia,spotify:track:1V8uKUowXESXVWmmBcRZHa,19513,0.625,0.539,4,-8.385,0,0.04,0.18,0.00388,0.0928,0.481,150.02,284832,4
Cirooc,DNA,spotify:track:4Zmmi8KrfmN9ujOouc1FkR,207894,0.65,0.462,10,-8.904,0,0.204,0.0826,0.0,0.126,0.254,81.853,207894,4
Odd Future,White (feat. Frank Ocean),spotify:track:2gEmgpnxseKEVRTwkSGopN,1502039,0.51,0.0671,3,-12.163,0,0.0689,0.744,0.0,0.166,0.197,106.017,122933,3
The Blue Jean Committee,Catalina Breeze,spotify:track:2Qz13pvKTxnYdswlGKLSv9,135693,0.749,0.571,7,-9.201,1,0.0469,0.228,0.00263,0.152,0.42,119.972,135693,4
Foo Fighters,Make It Right,spotify:track:33OVwHAdsrJELptAp74TqW,651277,0.56,0.933,2,-7.508,1,0.0561,0.000784,0.075,0.0594,0.451,141.937,279253,4
OneRepublic,Wild Life - from One Night In Malibu,spotify:track:6bodwiB48M5lD9cIOOwF0i,275484,0.547,0.736,2,-10.484,1,0.0309,0.0069,0.0172,0.131,0.166,115.982,254482,4
The Band CAMINO,I Think I Like You,spotify:track:6yOxL1xfPkv9Z9zvpNrMDU,182658,0.806,0.567,11,-5.656,0,0.0425,0.00438,0.0,0.0427,0.644,120.02,182658,4
Fall Out Boy,"Dance, Dance",spotify:track:0a7BloCiNzLDD9qSQHh5m7,198090,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,180267,4
Future,Mask Off (feat. Kendrick Lamar) - Remix,spotify:track:6dVZCbi9CYtD9LjAHXRjIG,2591691,0.72,0.424,2,-11.964,1,0.387,0.0122,0.0126,0.453,0.228,150.01,258427,4
Kendrick Lamar,FEAR.,spotify:track:23luOrEVHMfoX0AhfbQuS6,1945738,0.588,0.479,1,-7.039,1,0.281,0.604,7.2e-06,0.527,0.434,150.414,460573,4
The Main Squeeze,Little Bit,spotify:track:5jjGLC6zv3rwKSePViFY72,174560,0.808,0.751,4,-4.513,0,0.0802,0.0921,1.68e-06,0.387,0.564,104.04,174560,4
Pomplamoose,Call Me,spotify:track:7mynfUaBhWAhuzZVvzTK2l,361020,0.532,0.699,8,-6.533,1,0.118,0.257,0.000511,0.2,0.313,141.066,180511,4
Fruition & Grant Farm,Meet Me On the Mountain,spotify:track:4M7BS3htRKfcFjYpmlhy6F,584129,0.471,0.449,9,-7.348,1,0.0354,0.251,0.0,0.127,0.369,137.441,268102,4
Elise Trouw,How to Get What You Want (Live Loop),spotify:track:4xn7WhGCd4jvLQI4X0a0vZ,115701,0.681,0.768,1,-7.913,0,0.0469,0.191,0.273,0.125,0.919,150.935,181192,4
H.E.R.,Do To Me,spotify:track:2tfY5A60urfzfAvlfTHQQ2,906496,0.454,0.618,4,-8.225,1,0.0255,0.0132,0.0,0.0729,0.748,82.102,132707,4
Pomplamoose,Bust Your Knee Caps - Johnny Don't Leave Me,spotify:track:1Fem9jSJEleNWT1kgt70ST,370632,0.408,0.563,9,-5.97,0,0.0374,0.0473,0.0,0.0781,0.558,118.543,185316,3
Maison Vivante,Big Building's Walk,spotify:track:0CfoP8Zf68u2E0JegB0S2F,176148,0.775,0.271,8,-12.82,1,0.0505,0.0743,0.874,0.0926,0.335,79.021,176148,1
Drake,Landed,spotify:track:3KixNgUEaDtrKJVzdqjU5q,650359,0.881,0.636,7,-4.629,1,0.287,0.00606,0.0,0.111,0.715,163.949,152195,4
Joe Marson,Lost in the Sun,spotify:track:1Eax0nB4o0CPlBDDW7LbEa,408606,0.542,0.392,8,-7.463,1,0.0322,0.275,0.0,0.0912,0.311,147.862,400885,3
Raveena,Temptation,spotify:track:0ulct3cASnhGvaGhFIuIyZ,248738,0.734,0.541,7,-8.86,1,0.131,0.454,0.000851,0.132,0.501,140.044,248738,4
J Balvin,Sigue,spotify:track:0bBd6K5X4W7t9GyXcaVOA7,159386,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,159387,4
Bas,Tribe (with J. Cole),spotify:track:0YAQnYt2oB8OdoaeqnHyTI,360443,0.755,0.594,7,-5.906,1,0.216,0.241,0.0,0.107,0.237,178.929,238053,4
Ari Lennox,Night Drive,spotify:track:3VeuvRWfJLSOzeVPrgi5MR,150133,0.816,0.433,6,-6.372,1,0.177,0.0717,1.42e-05,0.12,0.713,129.852,150133,4
G R I Z,Cordon Bleu,spotify:track:6xrvFzRufzAfi75d8IHVaq,141442,0.714,0.343,1,-12.351,0,0.0331,0.383,0.383,0.26,0.39,112.861,141442,4
Michiel Schrey,Fish in the Sea,spotify:track:4gofFADVe6CBXoNQHuxwiF,2907305,0.841,0.508,6,-6.366,0,0.0592,0.908,0.0,0.399,0.935,101.854,89253,3
Pomplamoose,Something About Us,spotify:track:3yzeINleXrSwlJWzos9JyO,217682,0.794,0.502,6,-5.992,0,0.0467,0.0353,0.0217,0.0891,0.961,96.008,217680,4
Rainbow Kitten Surprise,Hide,spotify:track:0hJS3EHWC4uL9sJ52ErpoN,201611,0.799,0.497,4,-6.57,1,0.141,0.0745,1.28e-05,0.174,0.488,115.157,192013,4
[.que],across the sky,spotify:track:59iJhqhcg2NAXpixaCdULl,1236532,0.618,0.769,3,-7.678,1,0.0345,0.0891,0.874,0.0973,0.324,125.004,226000,4
Gibson Brothers,Everybody Hurts,spotify:track:2Y8M6qtbpekSfiAitSqWGZ,1209018,0.546,0.501,10,-8.91,1,0.0238,0.683,0.000345,0.109,0.694,78.318,213844,4
Adele,Skyfall,spotify:track:6VObnIkLVruX4UVyxWhlqm,111814,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,286480,4
Joey Bada$$,LAND OF THE FREE,spotify:track:7BjygzvUpf8P7X6uWzIhsF,17575,0.734,0.649,8,-6.235,0,0.313,0.466,0.0,0.116,0.158,95.1,283690,4
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),spotify:track:7l2tmgUhV7Y2aJHjiszifg,277420,0.661,0.819,11,-6.269,0,0.0519,0.167,0.0,0.0647,0.724,135.937,277592,4
Swamp Dogg,I'm Coming with Lovin' on My Mind,spotify:track:5mLAya5AhQQiu8vIF2ZjWG,490212,0.586,0.743,10,-6.558,1,0.242,0.366,1.53e-05,0.116,0.794,93.965,245107,4
Bialystocks,I Don't Have a Pen,spotify:track:0hOjpzwQDkUcPP3V2pbPDb,113756,0.644,0.73,2,-8.031,0,0.0545,0.3,5.36e-06,0.555,0.716,100.998,201731,4
Denzel Curry,Walkin,spotify:track:1q8DwZtQen5fvyB7cKbShC,7711891,0.557,0.654,11,-7.201,0,0.196,0.134,0.0,0.291,0.386,135.983,280000,4
Sure Sure,Funky Galileo,spotify:track:0TAHhMjG17P5pzlSm1sgSl,246200,0.802,0.325,10,-9.327,1,0.0466,0.164,0.162,0.156,0.648,110.995,246200,4
The Clancy Brothers,"Whiskey, You're the Devil - Live",spotify:track:3echO8gsLwVgyvsZvO2SH4,13460,0.75,0.285,0,-13.52,1,0.109,0.731,1.11e-06,0.678,0.633,119.048,131800,4
Eagles,Seven Bridges Road - Live; 1999 Remaster,spotify:track:1osAmhnIT0rtuqLZ1IliBQ,967075,0.356,0.331,7,-11.065,1,0.0435,0.445,0.0,0.891,0.263,111.995,184640,5
88rising,Strange Land,spotify:track:5DrCWAaQ8zklweBa9abFIu,182750,0.65,0.265,1,-15.357,1,0.0503,0.903,0.385,0.115,0.156,75.002,175734,4
NEZ,You Wanna?,spotify:track:6BRJxAgTCr7zCOmTkZuY2Q,215624,0.872,0.714,9,-6.559,0,0.0739,0.00657,0.00109,0.0791,0.337,126.968,215625,4
Medasin,Daydream,spotify:track:6DEDhjTllUrPw29BivTvn2,200838,0.466,0.686,3,-8.751,1,0.0602,0.415,0.0706,0.144,0.256,109.553,200838,5
Bassti,lil skit,spotify:track:6l5GI26uIIYjil7WtHaXkC,168648,0.853,0.29,5,-11.499,0,0.344,0.197,0.842,0.124,0.97,148.12,168649,4
Eric Church,Drowning Man,spotify:track:5x6kpKKVTRqksq4g7orx5A,691988,0.549,0.33,2,-9.28,1,0.0522,0.825,2.05e-06,0.172,0.337,80.483,227813,4
Fredo Bang,No Security (feat. Kevin Gates),spotify:track:4OnrbRnrLn101APW2qlgFO,31232,0.779,0.654,5,-5.89,0,0.24,0.0657,0.0,0.0641,0.659,139.926,154286,4
Foreigner,Hotel California,spotify:track:3kY6DozR86uh5dtHjF39Rf,42309,0.38,0.75,0,-6.235,1,0.0444,0.0512,4.04e-06,0.0672,0.513,73.531,376290,4
Skinnydip,Call It Off,spotify:track:2QHE1sL1IvYU5TLyAcN6pR,4672654,0.729,0.336,6,-9.939,0,0.0389,0.146,0.088,0.678,0.374,122.001,228197,4
Lupe Fiasco,DRILL MUSIC IN ZION,spotify:track:3GrHP2CwUNecBc1SdVMTJ8,271883,0.588,0.793,1,-7.576,1,0.336,0.472,0.0287,0.454,0.548,78.856,271883,4
The Chainsmokers,Roses,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,1068997,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4
Lemaitre,Joe,spotify:track:7rytRGRQgnTmwwVYvzBgW6,197122,0.656,0.704,11,-7.062,1,0.0291,0.0381,0.00216,0.592,0.475,137.906,197122,4
Billie Eilish,everything i wanted,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,598659,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
M83,Midnight City,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,241880,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009,241440,4
NoMBe,Sex on Drugs,spotify:track:358bQ5NXc6rZEdrI8qMNrZ,191000,0.551,0.386,0,-8.254,1,0.0254,0.0865,0.0,0.639,0.333,138.041,191000,4
KYLE,Cmon,spotify:track:1iNYfOotllQt7RXqiywEQC,158572,0.79,0.629,8,-8.144,1,0.0623,0.0844,0.00861,0.0975,0.624,123.981,158572,4
The Beach Boys,Carry Me Home,spotify:track:00m7M9QbLzD8hTqHytYypv,206186,0.431,0.228,0,-11.959,1,0.0338,0.279,6.41e-06,0.0811,0.162,115.613,206187,4
Yelawolf,Radio,spotify:track:7KuUoQJFrTVPe0xUxo2M2a,267560,0.617,0.837,0,-6.295,1,0.0332,0.00676,0.00505,0.274,0.552,146.004,267560,4
Pinc Louds,Dream Catcher,spotify:track:4oKS8tBMdymiWCFwF2TGWN,201239,0.635,0.452,0,-7.379,1,0.0725,0.643,0.0,0.105,0.306,119.652,201240,4
The Wood Brothers,I Got Loaded,spotify:track:0MJ5Qltavj6AWdxjheHlSI,700836,0.76,0.428,9,-8.768,1,0.0347,0.357,0.000351,0.0753,0.459,108.574,243440,4
Brasstracks,Dance Machine,spotify:track:2NZg38IMIBQh1aP5dvAk5d,170818,0.673,0.696,5,-8.047,0,0.411,0.225,0.0,0.599,0.481,119.731,170819,4
Laundry,Lonely Mess,spotify:track:3olsCCPxBZp7hjd0pk67DP,258413,0.744,0.516,9,-7.445,1,0.044,0.00166,0.0282,0.0888,0.621,128.025,258413,4
13th Ward Social Club,Tigress,spotify:track:37pTgxPKTABQmpYv1DQaLC,109818,0.814,0.438,1,-6.929,1,0.0495,0.0289,0.879,0.0716,0.584,81.963,109819,4
The Dip,Sleep On It,spotify:track:3BZqRfYykl706UFrdR7byF,182813,0.4,0.522,6,-7.366,1,0.0328,0.542,0.0,0.661,0.849,120.022,182813,4
OneRepublic,Sunshine - MOTi Remix,spotify:track:1zgV7obuDgU0DEaNCmPw8u,188825,0.727,0.77,5,-5.915,1,0.0419,0.0764,5.38e-06,0.155,0.542,125.99,188825,4
Tank and The Bangas,Fluff,spotify:track:0dIjXvuRcRJKMqiofuFeyc,0,0.76,0.551,11,-7.578,0,0.221,0.319,0.000115,0.128,0.44,112.004,207499,4
Tre Breezy,The Motion,spotify:track:0Y22YKY9jvUpnfQyDqYsSp,189287,0.886,0.501,8,-14.752,1,0.122,0.553,0.00282,0.33,0.897,118.984,189287,4
Joe Hertler & The Rainbow Seekers,Old Love,spotify:track:6IoAmYqsvyKIFG8tfT2wTh,2795863,0.799,0.846,9,-5.602,1,0.0462,0.274,0.00306,0.111,0.869,109.988,257413,4
Hippo Campus,Bambi,spotify:track:5dmPNuHmRRJuHmJTDa7NuJ,995735,0.739,0.471,8,-8.456,1,0.0436,0.0661,9.78e-05,0.116,0.31,90.002,194400,4
